"year","country","Biofuel Production - Daily Average","Biofuel Production - Oil Equivalent","Carbon Dioxide (CO2) Emmissions","Coal Consumption - Oil Equivalent","Coal Production","Coal Production - Oil Equivalent","Electricity Generation","Geothermal and Biomass Power Consumption","Geothermal and Biomass Power Consumption - Oil Equivalent","Geothermal Power Capacity","Hydroelectric Consumption","Hydroelectric Consumption - Oil Equivalent","Natural Gas Consumption","Natural Gas Consumption - Daily Average","Natural Gas Consumption - Oil Equivalent","Natural Gas Production","Natural Gas Production - Daily Average","Natural Gas Production - Oil Equivalent","Nuclear Power Consumption","Nuclear Power Consumption - Oil Equivalent","Oil Consumption","Oil Consumption - Daily Average","Oil Production","Oil Production - Daily Average","Oil Refinery Capacity","Oil Refinery Throughputs","Primary Energy Consumption - Oil Equivalent","Proved Natural Gas Reserves","Proved Oil Reserves","Solar Power Capacity","Solar Power Consumption","Solar Power Consumption - Oil Equivalent","Wind Power Capacity","Wind Power Consumption","Wind Power Consumption - Oil Equivalent"
1973,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"France (Guadeloupe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,25.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,28.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,68.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64,92.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03,100.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,108.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,116.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,125.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,152.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,204.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.31,226.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.32,226.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.27,225.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,212.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,196.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,177.66,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA
1981,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65,153.25,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA
1982,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79,156.05,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA
1983,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87,157.6,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA
1984,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73,174.36,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA
1985,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.63,172.76,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA
1986,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.29,166.13,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA
1987,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73,154.79,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA
1988,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,177.6,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA
1989,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.23,204.82,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA
1990,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.49,270.23,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA
1991,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.71,294.56,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA
1992,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.45,288.65,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA
1993,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.22,304.88,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA
1994,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.84,337.2,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA
1995,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.76,355.61,NA,NA,NA,NA,1.47,NA,NA,NA,NA,NA,NA
1996,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.25,364.5,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA
1997,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.19,364.38,NA,NA,NA,NA,2.67,NA,NA,NA,NA,NA,NA
1998,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.85,337.42,NA,NA,NA,NA,2.57,NA,NA,NA,NA,NA,NA
1999,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.98,339.97,NA,NA,NA,NA,2.57,NA,NA,NA,NA,NA,NA
2000,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.82,276,NA,NA,NA,NA,2.42,NA,NA,NA,NA,NA,NA
2001,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.08,262,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA
2002,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.78,256,NA,NA,NA,NA,2.37,NA,NA,NA,NA,NA,NA
2003,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.68,274,NA,NA,NA,NA,2.29,NA,NA,NA,NA,NA,NA
2004,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.67,273,NA,NA,NA,NA,2.19,NA,NA,NA,NA,NA,NA
2005,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.48,270,NA,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA
2006,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.08,242,NA,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA
2007,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.28,246,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2008,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.02,240,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2009,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.03,241,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2010,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.73,255,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2011,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.68,254,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2012,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.27,245,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2013,"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.83,237,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
1965,"Germany",NA,NA,918.57,163.52,NA,NA,NA,0,0,NA,16.21,3.67,2.91,0.28,2.62,NA,NA,NA,0.14,0.03,86.27,1714.15,NA,NA,1747,NA,256.11,NA,NA,NA,0,0,NA,0,0
1966,"Germany",NA,NA,908.11,152.66,NA,NA,NA,0,0,NA,17.53,3.97,3.5,0.34,3.15,NA,NA,NA,0.34,0.08,96.47,1922.3,NA,NA,1911,NA,256.33,NA,NA,NA,0,0,NA,0,0
1967,"Germany",NA,NA,899.11,147.06,NA,NA,NA,0,0,NA,16.65,3.77,4.51,0.44,4.06,NA,NA,NA,1.51,0.34,100.07,2005.07,NA,NA,2324,NA,255.3,NA,NA,NA,0,0,NA,0,0
1968,"Germany",NA,NA,951.34,149.17,NA,NA,NA,0,0,NA,16.9,3.82,7.41,0.72,6.67,NA,NA,NA,2.01,0.45,112.37,2240.97,NA,NA,2436,NA,272.49,NA,NA,NA,0,0,NA,0,0
1969,"Germany",NA,NA,1018.32,153.59,NA,NA,NA,0,0,NA,13.71,3.1,10.56,1.02,9.5,NA,NA,NA,5.33,1.21,126.33,2529.73,NA,NA,2502,NA,293.72,NA,NA,NA,0,0,NA,0,0
1970,"Germany",NA,NA,1058.26,151.67,NA,NA,NA,0.92,0.21,NA,17.53,3.97,15.01,1.45,13.51,11.05,1.07,9.94,6.49,1.47,138.75,2774.23,NA,NA,2643,NA,309.57,NA,NA,NA,0,0,NA,0,0
1971,"Germany",NA,NA,1056.37,144.52,NA,NA,NA,1,0.23,NA,13.46,3.04,19.83,1.92,17.85,13.8,1.33,12.42,6.22,1.41,144.04,2899.48,NA,NA,2773,NA,311.09,NA,NA,NA,0,0,NA,0,0
1972,"Germany",NA,NA,1076.3,140.08,NA,NA,NA,1.02,0.23,NA,13.21,2.99,25.68,2.48,23.11,16.48,1.59,14.83,9.52,2.15,152.24,3048.41,NA,NA,2918,NA,320.8,NA,NA,NA,0,0,NA,0,0
1973,"Germany",NA,NA,1127.16,141.21,NA,NA,NA,1.05,0.24,NA,15.23,3.45,33.11,3.2,29.8,18.52,1.79,16.67,12.1,2.74,162.23,3261.79,NA,NA,3192,NA,339.67,NA,NA,NA,0,0,NA,0,0
1974,"Germany",NA,NA,1091.67,139.63,NA,NA,NA,1.08,0.24,NA,17.64,3.99,41.42,4.01,37.28,19.44,1.88,17.49,14.46,3.27,146.98,2969.53,NA,NA,3268,NA,331.4,NA,NA,NA,0,0,NA,0,0
1975,"Germany",NA,NA,1038.38,128.33,NA,NA,NA,1.12,0.25,NA,17.06,3.86,43.71,4.23,39.34,17.69,1.71,15.92,24.14,5.46,142.62,2887.11,NA,NA,3461,NA,319.87,NA,NA,NA,0,0,NA,0,0
1976,"Germany",NA,NA,1102.79,134.39,NA,NA,NA,1.28,0.29,NA,13.85,3.13,46.27,4.46,41.64,18.63,1.8,16.77,29.64,6.71,154.03,3110.8,NA,NA,3452,NA,340.19,NA,NA,NA,0,0,NA,0,0
1977,"Germany",NA,NA,1090.16,130.88,NA,NA,NA,1.25,0.28,NA,17.58,3.98,49.13,4.75,44.22,18.9,1.83,17.01,41.26,9.34,152.47,3085.09,NA,NA,3505,NA,341.17,NA,NA,NA,0,0,NA,0,0
1978,"Germany",NA,NA,1120.54,132.29,NA,NA,NA,1.32,0.3,NA,18.36,4.15,52.67,5.1,47.4,20.21,1.96,18.19,43.88,9.93,158.12,3234.44,NA,NA,3603,NA,352.19,NA,NA,NA,0,0,NA,0,0
1979,"Germany",NA,NA,1176.36,139.51,NA,NA,NA,1.44,0.33,NA,18.38,4.16,58.22,5.63,52.4,20.27,1.96,18.24,52.07,11.78,163.16,3341.77,NA,NA,3492,NA,371.34,NA,NA,NA,0,0,NA,0,0
1980,"Germany",NA,NA,1126.15,139.55,NA,NA,NA,1.97,0.44,NA,19.07,4.31,57.4,5.54,51.66,18.52,1.79,16.67,55.6,12.58,147.32,3019.85,NA,NA,3422,NA,355.86,0.22,NA,NA,0,0,NA,0,0
1981,"Germany",NA,NA,1085.07,141.27,492.8,146.26,NA,1.8,0.41,NA,19.91,4.51,54.88,5.31,49.39,19.14,1.85,17.23,65.54,14.83,133.45,2759.02,NA,NA,3333,NA,343.85,0.21,NA,NA,0,0,NA,0,0
1982,"Germany",NA,NA,1049.06,140.1,499.7,146.5,NA,1.8,0.41,NA,19.74,4.47,50.92,4.93,45.83,17.18,1.66,15.46,74.44,16.84,125.94,2613.99,NA,NA,2976,NA,333.59,0.2,NA,NA,0,0,NA,0,0
